<new sheet>
sheet_name: 4.05
,4.05 Assets and Liabilities of the Central Bank - Annual ,,,,,,,,,,,,,,

,ASSETS,,,,,,,,,,,,,,
,,,,,,,,,,,,,Rs. Million,,
,End of period,A S S E T S,,,,,,,,,,Total Assets or Liabilities,Intrnational Reserve as a percentage of Currency and Deposit Liabilities,,
,,International Reserves,,,,,,Loans and Advances to,,Domestic Assets,,,,,
,,Cash and Bank Balances Abroad Including Treasury Bills,Foreign Government and non Governmental securities      (a) (b),Special Drawing Rights,IMF Related Assets (c),Receivables (d),Total,Government ,Others (e) ,Government and Government Guaranteed Securities (f),Other Assets and Accounts ,,,,
,1990,8847,7533.6,16.3,,,16396.9,11161.7,7330.5,27044.3,15528.5,77461.9,34,,
,1991,21612.2,7331.7,10,,,28953.9,16117.3,5344.1,29864,15555.7,95835,44,,
,1992,10953.9,29430.2,3.2,,,40387.3,18801,5762.8,21802.1,14500.1,101254.1,59,,
,1993,18401.6,58273.5,18.9,,,76694,20855.5,4903.2,3954.2,27227.3,133634.2,85,,
,1994,13007.2,82647.6,16.5,,,95671.3,22718.9,3376.4,5099.5,29091.4,155957.5,89,,
,1995,39931.5,65916.3,48.6,,,105896.4,24053.1,2811.5,12525.2,28219.3,173505.5,85,,
,1996,35242.6,67896.1,105.6,,,103244.3,28045.8,2259.2,17100.3,30914.1,181563.7,80,,
,1997,51914.2,67060.4,24.8,,,118999.4,28660.2,1691.9,7221.9,27322,183895.4,92,,
,1998,59384.8,67716.7,76,,,127177.5,30545.1,1121.5,8238.4,21590.5,188673,96,,
,1999,20841.4,87316,66.3,,,108223.7,35665.9,748,25622.7,30325.8,200586.1,77,,
,2000,23427,53736.8,29.9,,,77193.7,39866,519.7,66951.9,32659.4,217190.7,54,,
,2001,40406.3,71428.3,77.6,,,111912.2,42823.5,149.5,58255.6,34371,247511.8,67,,
,2002,63041.8,90382.3,227,54362,560,208573.1,31033,30,40102.1,24413.7,304151.9,95,,
,2003,84594.8,134261.8,59.8,59426.3,83,278425.7,31203.9,29.9,11513.9,33409,354582.5,108.5,,
,2004,146646,66145.8,19.5,67157.7,4639,284608,34791.1,29.9,73875.6,20707.6,414012.5,93.4,,
,2005,154872.6,118930.7,154.5,60182.4,163.6,334303.8,39346.3,2469,35388.7,28689.1,440596.9,99.3,,
,2006,117506.92,175625.46,291.7,66984.4,155.8,360564.36,49015.4,2487.44,65275.1,15507.999999999942,492850.3,96.9,,
