<new sheet>
sheet_name: 1.04 (I)
Division ,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec
1,Food products (23.7%),82.70603629652386,81.28010054178056,90.904651694188,75.70019479457834,83.89953434885155,95.25369078835602,91.71151156539115,98.1126375443088,87.99929971939893,93.13318521463427,90.30248333513059,93.77005816740154,89.59118320055615,92.88333141778186,106.61854956539739,85.15531304133233,93.73455329768672,102.51083655310195,111.55837408773908,108.28772624270823,99.15346235682087,101.09572007761261,106.32067421674975,103.0902759425131,103.27195985213784,99.77720353234234,119.82855095855518,99.57196976549133,105.85157044875197,111.17420591288773,106.96936498699702,117.65010669466008,118.10472305886118,115.89840624224385,113.72036691925406,112.17422661467502,115.07339762752633,107.72065521204325,122.98439181389526,102.60604019738113,113.62590039760006,110.29148911530004,110.59698933298647,105.0819474781512,104.60377897462025,101.44227689301893,107.31329912622326,100.46421453432994,109.36041427771022,103.54165881144696,121.80556625259821,101.12546149774397,104.82451870652045,101.84871038412292,110.20299821903144,103.63304008853832,100.99756931496981,103.71902446770645,102.56927728012651,100.42987980322755,91.98255597981647,91.96407143374634,106.63841614186566,94.94389339011913,97.86495638664931,102.34606075737149,110.53914930843786,104.96209764737748,103.65791010630385,108.40865716638324,107.1657192703627,107.64915624301419,99.81510733929885,102.56057048536199,115.50860282735951,97.3753401199209,105.43451668193447,105.1844546871434,110.27626111253156,104.11695252888555,111.69999635242941,115.73761704684783,112.37036977580209,108.09321900819123,102.640600507174,98.92618376024984,114.43238318838478,88.24412705093272,97.57983874189941,106.91925148634616,104.03755159521293,110.17139789034238,108.19457217136302,107.8223707958305,99.92201086821153,107.60513305455255,99.6783208573544,104.76618299763662,118.79547720502298,89.96831542333292,98.80760570443029,111.28433268428864,116.92053793722836,114.8958329123791,114.3502607187035,118.51612098659176,115.11046121728285,110.31848612542183
2,Beverages  (8.1%),82.36747232604439,78.66432353225328,91.21074430137257,85.08658698634802,69.90576458239104,79.06691414017777,77.3686917140751,80.59827700748602,86.38533214628993,92.2916080426051,80.139566176069,100.79592120377848,75.43699332006481,95.10161426209994,113.84492349999817,106.73576185496938,97.85480574171497,107.80603003310011,97.88026988865256,92.38862592202338,104.7952954061519,97.60340250384553,104.13536663135787,106.60880085436847,82.23285897815909,100.55207413541413,130.9264067817759,116.10180267425561,103.56510567639687,109.9908535556131,108.80922256639857,106.03158453692059,124.56304767944644,116.47854718674812,109.77070150303739,113.37641485253178,108.87577057998516,106.50526814183362,129.33964321302517,108.48279452020411,131.68042148947677,98.83699047860671,112.04041376478781,92.00120557925254,101.42989354935021,105.20474284634142,94.97014709884839,99.65055461742566,100.75608167745048,96.51639178472766,123.52977281693502,108.27418432922053,106.77477796266712,100.33366426418382,98.70058436472839,92.07992119314429,93.00909658099638,107.74612013353405,99.0296879156625,101.98087085019199,100.88352966156454,99.8405060471769,131.42877197072332,113.53283103930022,109.72204585916305,105.69020945021452,113.84728474198758,110.41955252931488,116.922516655611,116.57411428990287,107.13320043358692,116.11101553442211,124.15982657365367,118.49558470889653,143.55988516436005,124.25852111231598,121.82752458865903,119.56801055934665,123.81373191739948,116.97323518338209,133.38021203339082,130.8740668829251,117.06251719408235,103.58867909687793,106.57184068238661,109.81682343534503,150.9994512123183,111.52259233472535,99.63795007419938,95.46000915032485,102.00017920197601,105.21825570752603,110.51066206361611,93.44882823423518,98.71908950483468,95.71126376988074,108.15437468463537,84.9614215237732,112.52079953235416,82.16731023995116,93.85676545444824,104.69248943274681,91.59604006891627,106.5811881414754,123.18503965389488,110.97922439644756,109.11166731331463,88.21390631698705
3,Tobacco products (8.4%),87.78640547755367,93.27445682103347,107.91734566879292,78.79449299412146,86.88645406207988,100.60349844545532,93.1156458749435,93.70566340664226,93.75023602141184,110.79334303444962,87.26090805075863,85.21141889342671,98.14465393618451,109.00634344587594,101.01512790655877,99.65339134077611,95.32119658941116,106.39733294922826,105.15817044826491,103.36748721975188,98.44496192830894,110.93103595241564,94.47491292757617,78.08538535564772,109.39226875263357,95.67038486253813,116.17201151367085,95.56118170228,100.82801204192864,108.63076251716276,96.04681920076445,111.74499369242785,110.61534374540307,119.22048258669334,97.95274735716444,110.14044128527617,113.30641673113273,92.13666984823062,117.65871204249133,74.44182724022555,105.36772677387754,91.78414289535685,102.43141373455781,104.72221555108804,121.73826793706434,101.67321390290621,94.37525788434736,79.20893036937233,87.23485504135483,88.31286294930781,105.82867126866371,106.63997022008145,93.98517519236813,102.86129975386478,108.60486304822516,68.25573950024175,94.20565404091386,101.87394849015892,102.95150461203337,99.1923768574372,69.42966031708771,87.26811940967043,102.06539991377633,81.744164636307,82.3223621578417,86.56804045014773,82.90232233579414,93.48976172447989,96.56246734972001,98.9274264317288,84.18695127461805,86.04728877313572,103.86221695838813,101.35647920870063,84.34350834979494,99.64029254392922,96.2287682477586,101.77392732774834,106.53968723005747,96.97721322138563,101.16991442388661,93.41094067901435,69.56929700362966,89.73657354810948,88.14985382170713,91.35322274075216,101.14768112750644,85.6600938336362,107.4740162678332,94.34111695706453,106.95708444667486,112.22908222472083,107.99258262869097,90.8674808609728,61.02409694230807,61.27527623902262,77.16316054517448,68.53635519374187,85.59642151293929,71.35310841686868,34.16097892535342,65.09431996839048,72.97591995865811,92.6114576725979,95.23700670542006,82.79396449134667,54.26532287325906,67.38795164728488
4,Textiles (1.6%),84.1501534485708,97.4711882260096,94.19810198815637,72.67010115097318,102.52939921761973,108.57691276202615,112.89550945853979,106.29887662540249,92.52521691508439,89.58909784307467,98.29282250971296,98.63200907945918,87.78268733312669,97.21922187203305,113.29043532198015,78.02378309647851,88.33877197639706,107.56234597318885,118.18683067101675,101.10480630308805,104.11783922043848,109.27980555979263,101.40559350435566,93.68787916810393,105.01949139774129,97.77961455222885,114.43406264184009,89.06510466204594,98.77443836572341,102.27322058771634,112.59708208668663,103.92652585723854,100.90439790398023,90.42547913502885,86.05794322360622,95.78474607091806,103.00487424461927,98.70553669608711,117.01958798128248,96.14177228177263,121.81577001095735,125.63881874486223,125.69020302319748,109.90538466955852,110.17634016953916,124.89558059233302,131.56146607462608,101.74338145956237,122.11654835750764,111.23497559904544,117.50601870393056,99.68289075053069,131.8385567493481,133.84420483038932,137.79663799947411,142.3193728059871,139.39329456473314,161.6952422568496,138.65803748790398,105.68095074709606,129.85363205443963,133.34096858681144,138.95328658004559,120.96382423540254,141.44779341177403,124.85358682811096,146.6868700963232,111.48091530726283,143.2730205415526,147.72111255536777,132.44760188307842,123.23272836712908,124.09094871210571,119.40213273438316,140.13162507923872,106.23430939598893,134.48973113717994,128.7918633362091,140.71337851511012,126.0201851087801,138.12319834265114,157.48377474409818,135.43810256538544,121.57578580237518,133.6222361103879,143.95772625222313,155.7015293860407,107.36980448413298,131.21973209610098,123.84541953710328,141.46537702819802,132.92126284045383,124.44175582286388,140.75321901994226,137.62254454536952,139.85525986815432,136.35741700466932,131.66226936399394,150.22688031718096,105.98866701822035,149.6756706724532,148.4903164614994,146.9788857775666,154.5726394134611,153.009840829186,164.1469467202005,164.57696583905002,158.14001050458717
5,Wearing apparel  (23.0%),99.32980500908504,91.42325911898445,102.56640071642985,79.72773952647765,84.416953184128,100.99479131478947,99.96191573760353,99.80605360717415,104.02149644679214,97.87070223347004,107.62366505489791,94.35721281848873,87.1160283273717,89.70929618503587,93.89644063105736,74.53316195430943,93.25659429731364,110.70537113064023,108.48601630404056,104.14152357218556,116.40801846063735,106.7309431338495,120.65484384117123,94.36176216238752,102.59285866004124,102.1961370089131,124.26476528685171,90.44371707585475,121.0127214429186,125.27767859306712,118.09425235974344,122.6280409441544,119.10622176106534,111.49364924547162,121.71164231738852,106.28176038290891,116.0325385401768,123.2059830825736,120.85333291970417,96.12067025155604,113.88756349898027,127.35511954055522,121.60601361395888,116.9781699577737,109.72881904262131,121.54180739717289,126.03818547416367,128.94641021920614,112.58145824223709,113.29407142555665,119.28846165019168,93.61765064978462,127.23492504047712,131.527067009227,132.7195208717794,136.16520365345008,126.89439493142699,133.02027310332923,138.92924393751764,133.7968022820791,137.4560504787337,138.5682504433436,144.50826167511718,114.35606582634632,129.58162195690537,161.24248065079098,170.74376611187913,148.65839931061075,156.83070401877512,150.1274000817581,162.7652684727959,179.23317888060942,161.43139835439283,169.43691012133058,188.96380910004913,157.93325487057524,168.1736626554274,166.61078777326472,187.12057111090937,170.10632869349746,187.98093176426903,175.50789426318084,172.23412643270197,175.74389536840857,165.6398700542019,167.90105841192113,175.3466417150674,147.7158806616552,169.73000936671104,176.24816391850928,164.52676797896467,164.3402154093267,161.23390606583672,170.32807564047957,175.02431391660346,192.3661678733619,174.5142155159294,169.63516841900946,191.82300113590125,103.3638270547094,135.04622731463954,158.78256893194404,150.7055436460029,167.67793773539967,163.48080164843415,157.43804823107004,160.4193722240179,175.52272798072025
6,Leather and related products  (0.8%),89.24984531492797,93.5261228567661,95.02918391327532,61.869953518304655,83.01302886360253,97.15407039761348,107.5856082114354,107.97267171944439,101.87040174295203,100.44421954513965,103.32895455036014,98.95593936617817,93.94720559466104,98.44855037554326,100.03071990871086,65.12626686137332,87.38213564589739,102.2674425238037,113.24800864361623,113.65544391520461,107.23200183468637,105.73075741593648,108.76732057932647,104.16414670124016,85.47669170671745,83.85963878217682,102.93390082389337,69.11267868866383,88.61679282279195,92.83912194304123,97.68221471330327,94.5169790163863,97.95150932905159,109.0461302132952,102.02213701245923,103.94755504212048,91.22453783577836,87.13998023953197,98.0187614317369,67.9077389668579,80.33743632259197,91.0926371941728,106.45067843632833,104.80302167147086,92.53069961065329,97.88056653231097,106.14235165681929,93.98801498875278,98.01236517816935,105.16491600191799,87.30277598119861,58.82399791845544,86.08240584233853,95.09143116090789,102.77502784030682,102.94361321341356,104.94677541548445,120.41848092264362,113.68337150695055,104.61421405924024,98.80343602379453,92.71721841273879,100.34934013700261,65.66712127409322,83.66029885909312,89.74946400519462,108.44669891543874,110.22870571411354,115.31907948986262,106.26768020968441,93.94504691629028,98.46447813520523,80.64288122045146,82.99383643501064,81.06679237343158,59.2887183199045,79.76089012118912,81.8247045938122,83.61576226385492,92.96045903452993,98.59550674583765,99.00365247775568,108.02222365261427,89.37707656601506,79.7238391809627,83.5176433813123,110.97763230974479,63.69890014664227,96.42067884525328,109.33861032294666,115.45015719238432,126.82080109348114,125.08439261751909,138.01386215013505,131.71006962135561,103.59090952472602,86.6469700626467,87.4349963270854,115.60245913171248,61.15720630328956,90.64504800308204,84.79150115005513,87.10064695414681,98.0635258433119,85.75412058175927,91.6743478624965,92.11757287568665,86.35854385232734
7,"Wood and products of wood, except furniture (0.1%)",77.06142959998031,74.0297650488429,98.41521244660412,62.75041317546246,69.56293733661919,78.36987811678716,82.41132813131229,78.47195035956788,78.70507557074032,79.35965101829314,77.91376408042098,77.99899752846504,67.56904006218475,119.49806733519827,105.04981587528147,72.24365839766303,103.12615512135801,125.6947836371456,103.71394868383958,83.74965918698238,104.27158797246253,101.72263941247117,99.97422290827132,113.38642140714177,99.77266575913345,95.15531009318234,137.81506606246887,78.0484972350052,108.76221169461438,108.41015050659175,114.0724381756991,111.36028451915418,111.68958851005635,116.246678508071,109.81670779533171,103.23071882760765,113.4707576642906,98.6509059856212,132.05223812402278,74.15189979346869,131.79678846219556,101.94886187778887,113.74448339995016,103.94622813033968,77.14061549652874,93.3280150647359,71.62165299831504,68.99603851213533,108.29701490241158,114.09937844136157,170.36331879805346,86.16511163287693,133.97478677685683,118.22465159370236,115.34477522844058,113.19602213805867,107.87374696525939,105.48033968092743,103.6407794564078,97.97595165055174,114.03271667174332,124.11897974204588,155.78976224335867,62.59693197792279,121.89159930270824,113.8193511906397,126.11564531909303,101.62812854004618,97.92157193968846,83.98728002420036,110.61699513883144,94.38818578615403,108.5505523706603,124.54725879909205,143.64638767354722,61.68691402297938,132.42350236528998,124.15741099325078,132.72676248831323,122.39194494576246,128.88539138814318,119.72178588491528,130.5611784899924,131.0012639869404,135.59476179185694,122.46633406075847,152.09249554746845,104.36551732730736,123.18487530783209,125.92338968508655,144.96182884476124,114.54257304477909,130.6777081100406,133.0307822760445,133.7816603427042,127.42886093799156,152.31713147039176,114.32503651713873,136.5048040638963,98.65634949522808,136.09814514439188,132.59631181199074,124.14047202968158,144.70707118281888,129.98374780186907,125.93765306256994,134.92175485248487,129.78167075814395
8,Paper and paper products  (0.1%),102.73632346934183,83.21012508261406,139.26855390636828,86.24274461109769,78.0367761828078,85.32248207922133,111.01669022772582,78.03366560093957,136.88841505291506,105.49879096459986,132.49134666004323,86.71913493349192,95.29265245396422,107.57973652459154,130.26809157937578,78.73336506675089,91.34633869864827,86.60655583106282,103.7617090772278,110.58918877202396,106.17389710596176,100.05357355577421,97.52852921188315,92.06636212273554,84.00044474007481,81.92839781905305,95.30935453654419,79.03143128866957,88.51209392145215,91.84850378344363,90.82378654719109,93.33478015925391,91.98322756446251,91.37425710497763,91.47756957473679,88.28136642338802,101.55270942361787,97.7908568393344,106.62334463828944,88.12409631128912,101.47127879165417,101.58531046213686,97.72710023007131,97.73732377764301,97.87134515633863,98.07291124759612,98.28340948626254,98.80360785129395,108.2489164459904,120.94223794793601,132.73342513025,120.6415265080588,124.77239652874827,126.04911605568569,123.82101303083093,124.88084187175495,124.91699031942386,124.53961507400325,124.77914908839404,124.7452514939404,125.7059966237683,126.13046267438041,126.61718917718702,127.27919245940463,127.80883505740216,128.37388709301948,128.96530872468307,129.53296786732682,124.82258161984605,124.44520637442541,124.6847403888162,124.65084279436255,125.7059966237683,126.13046267438041,126.61718917718702,127.27919245940463,127.80883505740216,128.37388709301948,128.96530872468307,129.53296786732682,124.82258161984605,124.44520637442541,124.6847403888162,124.65084279436255,125.7059966237683,126.13046267438041,126.61718917718702,127.27919245940463,127.80883505740216,128.37388709301948,128.96530872468307,129.53296786732682,124.82258161984605,124.44520637442541,124.6847403888162,124.65084279436255,125.7059966237683,126.13046267438041,126.61718917718702,127.27919245940463,127.80883505740216,128.37388709301948,128.96530872468307,129.53296786732682,124.82258161984605,124.44520637442541,124.6847403888162,124.65084279436255
9,Printing and reproduction of recorded media (0.7%),105.25404705981423,97.8325396299717,105.54517431425788,100.69506500081133,103.48255316026538,101.61299405578124,100.78986816150763,103.77684052006558,98.94529427711664,100.47167613376843,102.46612056316553,99.65620584956824,107.04548862581214,94.38643257493922,99.66434529998963,89.02517619544884,104.77627000704462,98.3023137910258,98.77949610182264,103.17359379128186,98.31658523457145,104.80426134076222,101.25100676957896,100.47503026772252,105.37831021282327,94.99508157203545,106.30386601980618,89.88613131353173,109.46561618730361,100.35464737091178,99.9610684735647,99.50106833899116,98.13630586302122,100.0393631320672,101.44582429009623,99.9591330864343,116.36159937674469,105.56357305139764,110.12271207695917,100.52647246899174,108.33950987234277,103.63242091187371,103.96618022444727,104.37209948676147,104.93898981619239,105.38441042384015,105.74246370872592,106.26822103802516,110.47225634055297,108.42003124167687,109.50453254168377,109.28242232434118,113.8901476165072,109.4744443424546,110.17397240120278,110.12425841131108,110.40829627291677,110.55892356145557,110.77167376764132,110.25192812616368,111.48532384434968,111.70606800394609,111.97233928537298,112.23561985913643,116.9740167551568,113.56192480547782,114.11910757982903,114.56246117530138,110.40829627291677,110.55892356145557,110.77167376764132,110.25192812616368,111.48532384434968,111.70606800394609,111.97233928537298,112.23561985913643,116.9740167551568,113.56192480547782,114.11910757982903,114.56246117530138,110.40829627291677,110.55892356145557,110.77167376764132,110.25192812616368,111.48532384434968,111.70606800394609,111.97233928537298,112.23561985913643,116.9740167551568,113.56192480547782,114.11910757982903,114.56246117530138,110.40829627291677,110.55892356145557,110.77167376764132,110.25192812616368,111.48532384434968,111.70606800394609,111.97233928537298,112.23561985913643,116.9740167551568,113.56192480547782,114.11910757982903,114.56246117530138,110.40829627291677,110.55892356145557,110.77167376764132,110.25192812616368
10,Refined petroleum products  (2.2%),113.22137424139059,103.65147943363199,105.50736428802223,96.3607706286581,99.5966918527766,92.26646337956188,63.93437460965567,109.57910964560169,118.52331254017994,104.04906621361722,97.24332124698952,104.02677822840637,112.69870890675571,101.58913963194213,100.69435235429222,101.11143415439095,95.21553986977595,110.99608388350444,111.07406740193237,110.63808351871062,107.1536436362207,109.17121210348122,68.8081006473914,70.84963389160224,110.2019374614083,98.08090039251898,112.95834743307654,114.84586810135028,78.88894405702439,125.34945280515703,124.40407743923906,49.10420873336281,109.2153826596259,123.57620074111999,116.73504780197412,111.86489444388785,104.21855264762404,108.50100990261524,124.57650792608993,119.46953433622737,107.51574207719943,105.8328809944077,0,55.53986899314741,35.18046366577404,35.18046366577404,77.90140430488326,101.71535671083659,96.71704292093628,88.55910527597408,106.70068626772685,97.0084331472269,38.0151152703792,76.63664948266315,65.27588986938049,80.30696297913063,87.34356052230027,99.06083003554069,58.31408249869266,107.05858432686506,106.51738580503344,85.72732120822829,96.23558053785845,97.0757066436659,94.5206165958972,49.183622784248115,26.064207817069203,105.3093649127897,105.4296362131611,102.56919805880116,86.51049334247669,76.86513565034126,92.74904143884416,74.15932341793514,8.612493405967738,40.38093261685527,86.96537786964278,100.97276928542838,108.19655050901987,108.92190291378742,101.01384437907754,102.0084569631404,98.110447354596,69.30546496971695,103.80802044131784,90.2313391441563,95.12413260141246,64.33726109503526,81.89354632104501,98.53980634683552,94.40469387199819,81.16552039102592,87.14612080275882,87.37952229036964,62.676666815676036,65.28554626504715,68.5139916292747,77.31686987602033,92.94217392883624,69.04543159210293,75.5888546529396,62.93716630723347,77.79903233559263,90.55794904377159,94.1953458147596,92.74518483362415,92.22827923385462,92.98275346229906
