<new sheet>
sheet_name: Capital Adequacy Ratio
Table 5.6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Licenced Finance Companies and Specialised Leasing companies Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Adequacy(%),2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-15 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-22 00:00:00,2022-06-22 00:00:00,2022-09-22 00:00:00,2022-12-22 00:00:00,Mar -231,Jun -232
Borrowings to Equity (times) ,1.999414715456758,1.8211068059904638,1.7207692005014499,1.6886800000862998,1.8576432826909215,1.9997786489231724,2.060874182875482,2.2506495925796934,2.5523502716217634,2.8539398737957,2.910685099624263,2.956793504257677,3.002341859673435,2.8456265578141986,2.652976261918612,2.4654697583835334,2.3340599046275203,2.507993739148856,2.3900434316657875,2.4815486553548993,2.5252578462486786,2.356607559427999,2.13867441024988,2.0446985280100844,1.9957940494250452,1.8593386818817463,1.6935524567400624,1.5092559329889879,1.3224565470900116,1.086632043114517,1.065668808158968,1.0716174359614632,1.0721522597332835,1.1113576493441923,1.014000096001991,1.028330104039026,0.8859993631363037,0.764982608991798,0.6936618927170746
 Core Capital to Risk Weighted Assets (CCR) (a)(c),13.45332791012303,13.318854561051436,14.993786514843528,13.43077434017108,12.818403401973137,12.497712390845175,14.4694368467703,12.504387637780898,10.511277520513026,10.73036854792487,12.604474902594143,11.73002733480527,11.322085133559971,11.307894443336572,12.813504014831754,12.44081489043062,12.414992447624897,11.174820790251356,12.921643503059768,9.726316411749693,9.811772892984854,9.303655449985065,10.701985219330997,11.166737266137527,11.052934210109715,11.19236915815287,12.869527860226022,13.641642573587989,14.505301867227042,14.171358177293431,15.617865876952026,15.906158899290844,15.451508224004572,16.1527905172723,19.935488642857354,20.22311648791025,20.58187546622517,20.52957510410925,21.75957457733614
 Capital Base to  Risk Weighted Assets (RWCAR) (b)(c),14.815783012793178,14.507539642285378,15.9445994739536,14.299671565877034,13.511279619846507,13.472227925343212,15.335070836329388,13.116426363570913,11.183545630181326,11.277320815641632,13.308564428245328,12.413619994910318,11.69908106984955,11.818723797674796,13.622775556756489,13.22247214286461,13.129233284111503,11.708759243190627,13.360940947990095,11.049236817442388,11.10276422850576,10.553915575402117,11.953376613424266,12.496887919256778,12.509277501265219,12.528602550566765,14.103723211511195,14.824700572786309,15.659887046719419,15.440874478800279,16.9826563943302,17.526940124283968,17.04266326341603,17.682096961549053,21.40351929988423,21.66506024753765,22.015836376183337,21.884835985928156,23.14997268008691


Licensed Finance Companies Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Adequacy(%),2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-15 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-17 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-22 00:00:00,2022-06-22 00:00:00,2022-09-22 00:00:00,2022-12-22 00:00:00,2023-03-22 00:00:00,Jun -232
Capital Funds to Deposits (Per cent),23.294350871448657,22.190012597878454,22.69742507033522,22.720088786706043,22.88827971775619,23.81202364111591,26.203253988229612,23.363541493381508,21.006475838193424,21.221293165763623,24.260530356770165,23.2725753292714,22.56923068920132,21.7023910705533,23.77008712335549,21.002848661902835,20.186535074201505,20.968864397989577,23.745639042560228,22.960226812380743,23.306845344809147,21.95241854160305,24.28813693175096,24.78961001542993,24.870793322156327,25.409566431958947,29.762438783367546,30.069128442460585,31.112233913207167,30.94764250797018,33.941832600819566,34.77944974902988,34.676827889430626,35.620756102575406,40.458172396293335,41.832115541138116,40.69739019531665,38.35474966721371,43.21865062299089
Borrowings to Equity (times) ,1.8989444670513145,1.6852502757332675,1.5820929981976846,1.5578000786214865,1.7782013168729953,1.9755471599904408,2.0173133155102647,2.226910276804613,2.5583802004550176,2.939651784794342,2.989697902710736,3.0307071055737183,3.0664567249679324,2.8570699988774155,2.5983704141182367,2.340644600648231,2.1841067177579316,2.545506826915195,2.413971898662341,2.5147798492625273,2.566363737486359,2.3834927568916635,2.1526588962493247,2.0734622074808327,2.0314749863369452,1.892843656244258,1.717156798553437,1.5301971094505884,1.3399735529734111,1.0935846783701888,1.074414167682523,1.091744382284265,1.0581763511268658,1.0998870233380558,0.9919576434980042,1.03488755353314,0.8868680068134521,0.7656776610648578,0.692917056056887
