<new sheet>
sheet_name: Capital Adequacy Ratios

,Banking Sector ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,"Capital Adequacy, %",2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021*,,,
,,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4
A1,Capital Adequacy Ratio (a),13.290673774603896,13.253631375585126,13.056562469696173,14.322433919533474,14.049821133036994,14.52576960846006,14.617925294700521,16.21844841431812,15.717516559352749,15.757146754468659,15.503417622480157,16.20458129840086,15.118772374294732,14.836007010277703,14.571601223077716,15.986666896739358,14.926604294504846,14.798871703204593,14.969363425440491,16.43565959812248,15.998277896816868,16.14870493884928,15.822115464014775,16.295485498221463,17.045839023997694,16.85241513522584,16.86369482488974,17.17954479271223,16.282601824298794,15.9716570751125,15.153128749570394,15.410601566782125,14.998905572629731,14.716843582644934,14.077286339809113,15.620034049538278,14.934198090003148,15.148484049294003,15.07475868839866,16.3771731509345,15.704365138059142,15.980701012097756,15.86179840700361,16.24212601993692,15.97233330381421,16.662999868908322,16.65063978024966,17.17252679845033,16.31006977681556,16.544998503673174,16.55203704789034,17.11176589285566,16.56608470850252,16.33280370749381,16.209876924117907,16.54849764336845
A2,Tier 1 Capital Ratio (b),11.662125211347682,11.626418679744106,11.404785126210118,11.823002461338623,11.801680173520088,12.279873240234133,12.480650348754635,14.120883269598133,13.702750573479541,13.617087192361883,13.429069613260705,14.324387577104646,13.401680585955445,13.405460360361774,13.138375024976078,14.357069990282948,13.304533398277044,13.134775944590896,13.342950279919188,14.681421311913043,13.937289571936102,13.90782984574762,13.647077944189512,13.67394531631552,14.386899227954586,14.352389951265335,14.310765989200917,14.679297637407965,13.798379630229043,13.516369054431573,12.831156522211515,13.048874673637703,12.434179219073199,12.2464511051405,11.656637202729687,12.587036541153946,12.032697278270838,12.344236955159264,12.274351647606457,13.364575777723783,12.42255074834123,12.79821237304772,12.63180959931506,13.121962886542581,12.868942419388278,13.457856977180658,13.203833784842967,13.65604003071673,12.997707919838822,13.2481339667722,12.975817909525475,13.62345013097532,13.27800245956601,13.042630041007385,12.87740789320101,13.152594780479147
,Common Equity Tier 1 Ratio(c),11.662125211347682,11.618611476716838,11.404785126210118,11.838202670198227,11.801680173520088,12.279873240234133,12.480650348754635,14.120883269598133,13.702750573479541,13.617087192361883,13.429069613260705,14.324387577104646,13.401680585955445,13.40538748417426,13.138375024976078,14.536073883994705,13.304533398277044,13.134775944590896,13.342950279919188,14.681421311913043,13.937289534352795,13.90782984574762,13.489427495259518,13.67394531631552,14.386899227954586,14.352389951265335,14.310765989200917,14.64768211116735,13.798379630229043,13.516369054431573,12.831156522211515,13.048874673637703,12.434179219073199,12.2464511051405,11.656637202729687,12.527477035368037,12.032697278270838,12.34382560905782,12.274412698690144,13.364671562486349,12.422554250119704,12.798244210888377,12.631839786619922,13.12196602480401,12.868971446693568,13.454209625182104,13.200284497747655,13.652564681072988,12.99437310811765,13.244747009785776,12.906109682070118,13.358430697989018,12.974757029007836,12.75026627568096,12.534123565494108,12.78725052141423
A3,Tier 1 Capital to Total Assets Ratio,6.455636958499363,6.423997834347387,6.327041855186508,6.573675829219845,6.688704317091335,6.62537675976019,6.441081864781505,7.034033189940171,6.778258803999611,6.66575798795104,6.7778660831357085,7.321341879689817,6.960277178631577,6.877262099561683,6.969821156372667,7.660838539342683,6.899746705297371,6.806645166315368,6.793272607327376,7.490413231220451,6.90562564059261,6.893329262663958,6.6793605874973725,6.6953576071706555,7.103814409841991,7.069584269908235,7.01311482079367,7.365736710543964,7.003785310180195,6.989962732405404,6.720941949079534,6.932441259544634,6.628318939340152,6.72484105723746,6.562643007711499,7.03862472281229,6.6372834981645115,6.885128591267272,6.797615487474955,7.418025016116876,7.078265632744609,7.3225989256361,7.3262473193309186,7.551417326159621,7.460968688318624,7.689353425622215,7.591174718851895,7.782547074767108,7.3422165263954575,7.256989158606027,6.90155386058688,7.096963055512001,6.783164513282798,6.680982490793945,6.504051600302796,7.389649475022606
A4,Equity Capital & Reserves to Total Assets Ratio,8.086328163382417,7.986772926846425,8.03028392962035,8.110592309428203,8.120744891884064,8.186407213716818,8.169562734955148,8.07021198617712,8.076484710443568,8.505815657043302,8.283443815846937,8.298290172596296,8.214218570251338,8.232558927153907,8.647164258707521,8.72126986390653,8.525980031911816,8.362321378953618,8.56548359155371,8.550249036558712,8.4188709929036,8.372999009988058,8.22316784328838,8.240560328727076,8.317431071363151,8.327493274384233,8.430765945415116,8.15439640271892,8.157149172243198,8.20234206397046,8.127620289228359,7.882745982842558,7.795964522011278,7.92111906993259,7.8432334691370595,7.818252804739561,7.694948116334903,7.96919546415133,8.255937576850728,8.420819730595502,8.42588885407783,8.615943350957972,8.6004019225232,8.73626325162043,8.87416457187034,9.03108132407736,9.085821450673564,9.02279244553382,8.761582589172795,8.853884518840847,8.668768282833218,8.551351840942694,8.48613273297605,8.547150141361223,8.537617241735576,8.653221171541215
A5,Non-performing Loans(d) to Equity Capital & Reserves,41.95263940479364,45.4372116781579,46.557800110402844,47.20312147846924,55.29308622256627,59.500150632540695,58.47935789996143,55.75355872491294,55.77442823217302,47.3949951593478,43.049147128452546,36.3313876682686,36.94097481100732,34.242878087556214,30.6429349263255,26.775675071327942,27.74463454055297,27.898974842182376,28.748446865254795,26.756726754313874,30.331195574497695,33.122218119917115,36.14693218415373,39.01724783380576,41.73808566806722,40.743027564442045,34.21060968433409,29.106489297246497,30.20924459223439,30.20438102931773,28.53832889623399,23.99957723781318,23.49452466928358,22.474394501006305,22.03181594807964,20.12611344756749,21.35678722690378,20.94889432064314,20.42599327695906,18.538297084346752,22.343742854015673,24.35641440210123,27.101848805553868,25.539384388879665,31.082268778994067,34.06987647058456,35.022430513147604,33.780776953822496,37.59811102621178,39.445478290996334,38.924586376606555,35.72594107260348,34.53321683201173,36.88873981434371,35.42603127300607,31.967897028341607
A6,Net Non-performing Loans(e) to Equity Capital & Reserves,20.8397545504059,24.184344960081418,25.548645574888596,24.72679434696399,32.34125625454582,36.53687981764679,36.52431345277503,31.885780639082327,32.369195765349765,29.193367999080344,25.619994089541702,19.862714267829514,21.183473251457016,19.536014367475225,17.273134210233017,14.456269135579594,15.694003296091752,16.052301024956854,17.202531682212864,15.668508520500025,19.526564763466737,21.460456386981388,23.788547098553206,26.337684207571442,29.043496801283737,28.666255422239995,22.75602154565638,17.552951860895966,18.836181417204067,18.851595781581278,17.2972029179722,12.751544671203597,12.94284571180758,11.848880951055074,11.701237234098315,9.64238726341347,11.18597001022272,10.89551595300388,10.492746485275147,9.339507204205061,12.787654828439681,14.19952028204889,16.595127865268697,14.525366958240133,19.46116437085074,20.958735972435168,21.6341327698902,19.463622254203635,22.276415143075056,22.42374806026233,21.059348995317922,17.24754953222187,15.499627043553001,17.505245500897374,15.44615059844234,11.502648107448728
